329,1671
330,1999
331,2894
332,2637
333,1884
334,2404
335,2255
336,1960
337,1847
338,1558
339,1559
340,2040
341,1996
342,2051
343,1803
344,1969
345,1937
346,2082
347,1408
348,2731
349,2220
350,2330
351,2437
352,1915
353,1986
354,2145
355,2276
356,2157
357,2626
358,1536
359,1558
360,3044
361,2246
362,2383
363,2009
364,1972
365,2145
366,2102
367,2327
368,1732
369,2640
370,1992
371,2199
372,2393
373,2190
374,2495
375,2390
376,2435
377,1737
378,2052
379,2034
380,1834
381,3005
382,1429
383,2215
384,1902
385,2284
386,1993
387,2059
388,2169
389,1981
390,2098
391,2506
392,1911
393,2560
394,1301
395,1859
396,2286
397,1734
398,2156
399,2402
400,2404
401,3244
402,1977
403,2412
404,2007
405,2014
406,1564
407,2022
408,1772
409,2582
410,1845
411,1621
412,1770
413,2021
414,2355
415,1996
416,2127
417,2113
418,1935
419,2125
420,1786
421,2276
422,2978
423,2542
424,2112
425,1968
426,2368
427,2241
428,2073
429,2122
430,2166
431,2575
432,2500
433,2181
434,1967
435,2072
436,2027
437,2345
438,2024
439,2249
440,2455
441,2265
442,2425
443,2851
444,1997
445,3298
446,2366
447,1853
448,2896
449,2537
450,2300
451,2849
452,2974
453,1931
454,3009
455,2538
456,2782
457,2491
458,2408
459,2003
460,2752
461,2576
462,2818
463,2683
464,2628
465,2994
466,2303
467,2771
468,2607
469,2704
470,2839
471,3256
472,3025
473,2684
474,3006
475,3310
476,3183
477,2523
478,3401
479,2840
480,3193
481,2969
482,3337
483,3464
484,3264
485,3535
486,3089
487,2935
488,3007
489,4000
490,3488
491,2814
492,3382
493,2901
494,4260
495,3785
496,4139
497,3588
498,3343
499,3118
500,3456
501,4150
502,3827
503,3992
504,4667
505,3301
506,3931
507,4496
508,3402
509,3672
510,3550
511,4230
512,3805
513,3352
514,3602
515,4015
516,3548
517,3316
518,3932
519,3596
520,5289
521,3561
522,3990
523,3889
524,3636
525,3799
526,4188
527,5248
528,4176
529,4829
530,4346
531,4224
532,4813
533,3997
534,4357
535,4322
536,4156
537,4630
538,4415
539,4410
540,4724
541,4363
542,4798
543,4749
544,5143
545,4906
546,4309
547,4970
548,4813
549,5392
550,5906
551,4881
552,2011
553,1613
554,1671
555,1999
556,2894
557,2637
558,1884
559,2404
560,2255
561,1960
562,1847
563,1558
564,1559
565,2040
566,1996
567,2051
568,1803
569,1969
570,1937
571,2082
572,1408
573,2731
574,2220
575,2330
576,2437
577,1915
578,1986
579,2145
580,2276
581,2157
582,2626
583,1536
584,1558
585,3044
586,2246
587,2383
588,2009
589,1972
590,2145
591,2102
592,2327
593,1732
594,2640
595,1992
596,2199
597,2393
598,2190
599,2495
600,2390
601,2435
602,1737
603,2052
604,2034
605,1834
606,3005
607,1429
608,2215
609,1902
610,2284
611,1993
612,2059
613,2169
614,1981
615,2098
616,2506
617,1911
618,2560
619,1301
620,1859
621,2286
622,1734
623,2156
624,2402
625,2404
626,3244
627,1977
628,2412
629,2007
630,2014
631,1564
632,2022
633,1772
634,2582
635,1845
636,1621
637,1770
638,2021
639,2355
640,1996
641,2127
642,2113
643,1935
644,2125
645,1786
646,2276
647,2978
648,2542
649,2112
650,1968
651,2368
652,2241
653,2073
654,2122
655,2166
656,2575
657,2500
658,2181
659,1967
660,2072
661,2027
662,2345
663,2024
664,2249
665,2455
666,2265
667,2425
668,2851
669,1997
670,3298
671,2366
672,1853
673,2896
674,2537
675,2300
676,2849
677,2974
678,1931
679,3009
680,2538
681,2782
682,2491
683,2408
684,2003
685,2752
686,2576
687,2818
688,2683
689,2628
690,2994
691,2303
692,2771
693,2607
694,2704
695,2839
696,3256
697,3025
698,2684
699,3006
700,3310
701,3183
702,2523
703,3401
704,2840
705,3193
706,2969
707,3337
708,3464
709,3264
710,3535
711,3089
712,2935
713,3007
714,4000
715,3488
716,2814
717,3382
718,2901
719,4260
720,3785
721,4139
722,3588
723,3343
724,3118
725,3456
726,4150
727,3827
728,3992
729,4667
730,3301
731,3931
732,4496
733,3402
734,3672
735,3550
736,4230
737,3805
738,3352
739,3602
740,4015
741,3548
742,3316
743,3932
744,3596
745,5289
746,3561
747,3990
748,3889
749,3636
750,3799
751,4188
752,5248
753,4176
754,4829
755,4346
756,4224
757,4813
758,3997
759,4357
760,4322
761,4156
762,4630
763,4415
764,4410
765,4724
766,4363
767,4798
768,4749
769,5143
770,4906
771,4309
772,4970
773,4813
774,5392
775,5906
776,4881
